1	1	1	6276.571933	5104.022859
1	2	1	5809.104475	4625.685937
1	3	1	5476.62457	4494.663453
1	4	1	5364.957129	4799.891414
1	5	1	7022.781819	4944.84695
1	6	1	5697.081644	5283.1467
1	7	1	6749.134127	5917.088506
1	8	1	6257.391608	4939.108865
1	9	1	5492.263583	5851.610488
1	10	1	6742.082602	5679.955483
1	11	1	5539.955614	5314.162581
1	12	1	6425.341599	5476.807538
1	13	1	4501.214065	5472.76716
1	14	1	5142.096196	6371.992423
1	15	1	4575.925319	4671.052377
1	16	1	7383.124379	5992.969568
1	17	1	5558.553662	4919.861872
1	18	1	6007.84266	6513.264648
1	19	1	5172.290599	4600.07689
1	20	1	6109.448384	4931.046924
1	21	1	7084.439839	6971.152943
1	22	1	6202.142297	5601.2498
1	23	1	5757.851028	5389.98631
1	24	1	6043.048863	5700.606779
1	25	1	5549.13968	5952.819485
1	26	1	6442.197943	4064.113706
1	27	1	5738.013876	4545.911854
1	28	1	6768.91819	4625.201802
1	29	1	6612.97554	4447.027945
1	30	1	4924.481388	4282.481603
1	31	1	5501.969788	4792.847996
1	32	1	6190.664072	6704.485138
1	33	1	6631.87188	4667.432944
1	34	1	6612.406763	6513.51803
1	35	1	5470.068392	4230.874301
1	36	1	5653.63541	5932.184296
1	37	1	5267.03734	5345.491925
1	38	1	7100.473598	4031.012197
1	39	1	5639.81729	5476.649081
1	40	1	5960.390465	7170.544077
1	41	1	4968.576138	4596.313356
1	42	1	5461.791907	6540.89698
1	43	1	6863.038899	5693.918878
1	44	1	5496.207073	4357.675133
1	45	1	6154.402156	4882.663378
1	46	1	5718.758588	6047.612161
1	47	1	6947.931563	6138.324576
1	48	1	7414.656675	4857.304632
1	49	1	6513.665087	5126.326214
1	50	1	5928.500334	6421.862825
1	51	1	6825.553383	5045.498703
1	52	1	4544.176211	5561.348822
1	53	1	6874.208748	5688.694447
1	54	1	6106.161064	6900.198399
1	55	1	6881.240185	5753.260224
1	56	1	5189.048752	5097.343989
1	57	1	6682.286992	5481.856388
1	58	1	6640.056375	5059.696639
1	59	1	6915.705524	5754.626004
1	60	1	6278.874095	4713.227458
1	61	1	6218.57922	6461.401473
1	62	1	5551.231813	4159.039411
1	63	1	6371.356719	5088.283567
1	64	1	7373.620022	4258.635872
1	65	1	6186.280337	4091.456638
1	66	1	5747.314727	4978.24187
1	67	1	5978.611397	5302.711946
1	68	1	4922.571048	5381.762904
1	69	1	7114.218921	4379.99012
1	70	1	5553.617846	5818.596084
1	71	1	4934.03989	5994.654505
1	72	1	6041.241782	4499.305143
1	73	1	6361.068069	5495.157392
1	74	1	5397.776823	6700.015491
1	75	1	6655.555784	7075.186112
1	76	1	5062.537124	5880.593889
1	77	1	5989.447376	4444.256367
1	78	1	6803.994086	5100.624204
1	79	1	7019.290932	4818.06402
1	80	1	5590.552043	4655.75794
1	81	1	5781.361603	6960.266237
1	82	1	6784.595745	4504.343693
1	83	1	5798.470777	4110.959683
1	84	1	6873.852437	4278.25002
1	85	1	5888.995138	6672.090028
1	86	1	6757.724368	4630.440347
1	87	1	6037.460586	4752.237154
1	88	1	4643.746155	6816.155096
1	89	1	6215.829027	6039.123243
1	90	1	5817.116559	6006.17031
1	91	1	4091.246824	5922.772649
1	92	1	5212.142658	6218.925835
1	93	1	5732.287279	5763.310326
1	94	1	4994.66178	4518.753739
1	95	1	4816.008948	6459.863372
1	96	1	5536.700462	5415.797558
1	97	1	5170.054146	4493.78121
1	98	1	6460.86971	4567.258545
1	99	1	5121.236224	6830.18694
1	100	1	5552.810966	7848.583201
1	101	1	4867.363819	4632.417699
1	102	1	6038.229856	5352.705768
1	103	1	5148.393889	4515.48374
1	104	1	6028.791158	6178.752198
1	105	1	5739.388499	5014.75752
1	106	1	6488.804539	6698.614893
1	107	1	5478.125343	4165.567048
1	108	1	5666.150508	5896.476187
1	109	1	6315.028846	4182.049563
1	110	1	5218.992921	6538.387153
1	111	1	6562.383085	5229.514146
1	112	1	5532.590851	5034.198652
1	113	1	6609.859575	5672.393319
1	114	1	6965.182019	4724.526022
1	115	1	4882.764323	6167.634902
1	116	1	6568.793208	5496.03205
1	117	1	6781.909017	4483.770838
1	118	1	4396.496231	4787.287553
1	119	1	7465.299582	4774.083942
1	120	1	5220.014908	5339.121511
1	121	1	6769.719036	4250.302585
1	122	1	6432.976264	6181.908706
1	123	1	5722.412665	5699.085881
1	124	1	6259.966841	5235.428114
1	125	1	5123.807496	5851.108207
1	126	1	5767.056523	5589.944044
1	127	1	6170.799062	4960.938167
1	128	1	5886.752844	4705.327989
1	129	1	5962.834123	4969.183934
1	130	1	7353.886661	4856.712726
1	131	1	6077.267275	5142.524749
1	132	1	5188.225015	4836.424781
1	133	1	6878.332217	4129.692176
1	134	1	6603.873812	5612.607558
1	135	1	5824.988083	5576.708385
1	136	1	4627.931443	5009.488349
1	137	1	7473.175249	4644.651897
1	138	1	5629.067025	4407.35723
1	139	1	6327.350351	4607.417299
1	140	1	4774.081319	4692.477601
1	141	1	5788.04059	6880.735182
1	142	1	5923.245259	5470.652312
1	143	1	4617.540058	4228.274152
1	144	1	6676.394181	4507.242339
1	145	1	5347.537974	4250.226314
1	146	1	4909.523122	5194.135058
1	147	1	5007.769012	5227.324269
1	148	1	6931.409834	4674.957033
1	149	1	5659.181681	4706.022185
1	150	1	4964.231516	5234.425889
1	151	1	6051.83902	5953.794291
1	152	1	5086.713998	5662.107485
1	153	1	6955.268469	7178.074708
1	154	1	6133.45844	4541.886379
1	155	1	4013.105477	6480.959451
1	156	1	6686.134248	5916.031264
1	157	1	5522.048778	4587.5663
1	158	1	5041.806464	4115.27652
1	159	1	5629.234297	5122.464428
1	160	1	6897.894493	4245.006326
1	161	1	6012.898764	5480.374658
1	162	1	6501.11477	6626.256241
1	163	1	6238.758621	4968.384336
1	164	1	5202.321669	4339.614418
1	165	1	5900.668257	5236.222687
1	166	1	5803.799171	5220.848709
1	167	1	6019.607133	4829.672327
1	168	1	5567.471887	5453.553711
1	169	1	6230.620471	4461.835243
1	170	1	5408.859613	6683.183164
1	171	1	6175.257669	4165.007945
1	172	1	5647.884949	5227.072643
1	173	1	5725.381578	5336.795858
1	174	1	5379.927551	4109.26253
1	175	1	5824.239856	5274.238364
